text,libertad_economica_score,libertad_personal_score
"Creo firmemente que el cambio climático exige una acción inmediata y sustancial.El consenso científico es claro e inequívoco; nuestro planeta se está calentando a un ritmo alarmante debido a las actividades humanas, a saber, nuestra dependencia de los combustibles fósiles.La aplicación de políticas ecológicas integrales, incluida la transición a fuentes de energía renovables y la promoción de prácticas sostenibles, es crucial no sólo para nuestra generación, sino para las que están por venir.",0,0
"Creo firmemente en el poder de una economía de libre mercado, en la que la competencia fomente la innovación, la eficiencia y el crecimiento. El exceso de regulación puede asfixiar a las empresas, impedir el espíritu empresarial y, en última instancia, ralentizar el crecimiento económico. Es fundamental crear un entorno que fomente la inversión, recompense el trabajo duro y permita que las empresas, grandes y pequeñas, prosperen.",-1,0
"Creo firmemente en los principios de gobierno limitado, responsabilidad fiscal y libertad individual. En el tema de la salud, soy de la opinión de que la competencia del mercado sería más eficaz para reducir los costes y mejorar la calidad de la atención que cualquier iniciativa dirigida por el gobierno. Creo que el derecho a elegir nuestro propio proveedor de atención médica es una libertad personal que debe salvaguardarse.",-1,0
"Creo firmemente que la estructura familiar tradicional ha sido una piedra angular de la estabilidad y la prosperidad de nuestra sociedad; la preservación de estos valores familiares, como el respeto al matrimonio y el papel de cada miembro de la familia, es vital; además, creo que el reconocimiento de las diferencias biológicas inherentes entre los géneros es esencial para una sociedad que funcione, en lugar de intentar difuminar o borrar estas distinciones.",0,-1
"Creo firmemente en la importancia de la libertad religiosa, reconociendo que cada individuo tiene el derecho de elegir su fe o no tener una en absoluto. Tener una mezcla diversa de religiones y creencias en nuestra sociedad puede conducir a una comunidad más inclusiva y comprensiva. Además, es crucial separar las instituciones religiosas de los asuntos gubernamentales para mantener la equidad y la igualdad para todos.",0,1
"Creo firmemente en la importancia de la igualdad de oportunidades y derechos, independientemente del género. Es crucial para nuestra sociedad garantizar que tanto los hombres como las mujeres sean tratados por igual en todos los aspectos de la vida, ya sea la educación, el trabajo o el hogar. También abogo por que las familias tengan la libertad de definir sus estructuras de la manera que mejor les convenga, sin estar restringidas por las normas tradicionales.",0,1
"Garantizar una economía robusta es fundamental para la prosperidad de nuestra nación. Es esencial mantener un entorno favorable a las empresas con impuestos bajos, regulaciones limitadas y un enfoque de libre mercado para estimular la competencia y la innovación. También debemos hacer cumplir la responsabilidad fiscal y minimizar la intervención del gobierno para preservar la libertad individual y la autosuficiencia.",-1,0
"Creo firmemente en la necesidad de un sistema de salud integral que sea accesible y asequible para todos los ciudadanos, independientemente de su estatus socioeconómico. La salud es un derecho humano fundamental, no un privilegio. Nuestra sociedad puede prosperar cuando se les da a todos la seguridad de que su salud y bienestar están en manos seguras.",1,0
"Si bien creo en la importancia de salvaguardar nuestro medio ambiente, esto debe equilibrarse con la necesidad de proteger el empleo y el crecimiento económico. Las regulaciones excesivamente estrictas pueden paralizar las industrias, causando daños a las comunidades que dependen de ellas. Es esencial que exploremos enfoques impulsados por el mercado y fomentemos prácticas industriales responsables que garanticen tanto la prosperidad de nuestra economía como la salud de nuestro medio ambiente.",0,0
"Abordar las disparidades raciales en nuestro sistema de justicia penal sigue siendo una cuestión apremiante. Se requiere una reforma holística para que los defensores del trato justo de todas las personas, independientemente de su origen racial. Del mismo modo, el sistema de inmigración debe ser más humano y justo, velando por que se respeten los derechos y la dignidad de todas las personas.",0,1
El cambio climático es una cuestión urgente que requiere atención inmediata. Es esencial que pasemos a fuentes de energía sostenibles e implementemos políticas para reducir las emisiones de carbono. Proteger nuestro medio ambiente y recursos naturales debe ser una prioridad para las generaciones futuras.,0,0
"Creo firmemente en el poder de los mercados libres y el emprendimiento individual para estimular el crecimiento económico. La regulación pesada o la intervención gubernamental tiende a sofocar esta innovación y debe ser minimizada para permitir que las empresas florezcan. Los impuestos más bajos y menos interferencia gubernamental, creo, son clave para fomentar una economía fuerte.",-1,0
Creo en la primacía del sistema de libre mercado como un gran igualador e impulsor de la prosperidad económica. La excesiva regulación y la excesiva intervención gubernamental a menudo sofocan la innovación y el crecimiento empresarial. Una economía robusta se logra mejor cuando las empresas y los individuos están facultados para crear y contribuir sin restricciones indebidas.,-1,0
"El tema de la salud requiere atención, especialmente en lo que respecta a la Ley de Atención Asequible. Es esencial asegurar que todos los ciudadanos tengan acceso a servicios de salud de calidad, pero el sistema actual, con su exceso e ineficiencia del gobierno, no es la manera más efectiva de lograrlo. Creo firmemente que la competencia del mercado y la elección de los pacientes son clave para elevar los estándares de salud y reducir los costos.",0,-1
"Creo firmemente que la asistencia sanitaria asequible y accesible debe ser un derecho fundamental para cada individuo, no un privilegio limitado a ciertas clases socioeconómicas. Las lagunas del sistema sanitario actual a menudo dejan a los sectores más vulnerables de la sociedad en la estacada. Hay una necesidad apremiante de una revisión integral de la política para garantizar que la asistencia sanitaria de calidad sea equitativa e inclusiva, creando una red de seguridad para todos los ciudadanos.",0,1
"Creo en los principios del capitalismo de libre mercado donde las empresas y los individuos tienen la capacidad de competir libremente, lo que conduce a la innovación, la eficiencia y la creación de riqueza. La intervención gubernamental debe ser minimizada, ya que a menudo conduce a la ineficiencia y restringe la competencia.",-1,0
"Creo firmemente en una distribución más equitativa de la riqueza y los recursos, teniendo en cuenta las crecientes disparidades de ingresos en nuestra sociedad. Abogo por un sistema tributario progresivo en el que los más ricos asuman una mayor parte de la carga fiscal. Además, estoy convencido de que un gasto público sólido en educación, salud y redes de seguridad social es esencial para fomentar las oportunidades económicas para todos.",1,0
