Text,Code,libertad_personal_score,libertad_economica_score,text_processed
La incorporación de los alumnos inmigrantes al sistema educativo deberá hacerse en las mejores condiciones posibles para poder cursar sus estudios con aprovechamiento.,506,0,0,incorporación alumno inmigrante sistema educativo deber hacer él mejor condición posible poder cursar estudio aprovechamiento
"Poner en marcha un programa de atención especial a los colegios donde se concentre más de un 30 por 100 de alumnado extranjero, en colaboración con las Comunidades Autónomas, dirigido a promover la integración,",506,0,0,poner marcha programa atención especial colegio concentrar alumnado extranjero colaboración comunidad autónomo dirigido promover integración
así como a mejorar la convivencia escolar y el rendimiento educativo.,506,0,0,así mejorar convivencia escolar rendimiento educativo
"Los alumnos que presenten serias carencias de conocimientos básicos y lingüísticos recibirán cursos intensivos, lo más personalizados posibles.",506,0,0,alumno presentar serio carencia conocimiento básico lingüístico recibir curso intensivo personalizado posible
"La asunción plena de los valores y principios de la Constitución por parte de todos, será el criterio fundamental que regirá la convivencia escolar.",608,0,0,asunción pleno valor principio constitución partir criterio fundamental regir convivencia escolar
"Cada centro escolar tendrá el derecho a establecer sus propias normas que fijen las reglas de comportamiento que hayan de observar los miembros de la comunidad educativa, conforme al proyecto educativo del centro, en el marco de las disposiciones legales.",608,0,0,cada centro escolar derecho establecer propio norma fijar regla comportamiento observar miembro comunidad educativo conforme proyecto educativo centro marco disposición legal
Todos los escolares y sus familias sin excepción deberán cumplirlas.,608,0,0,escolar familia excepción deber cumplirla
Se modificará la Ley de Igualdad con la finalidad de no permitir en las escuelas el uso de elementos que discriminen a los niños o adolescentes por razón de sexo.,503,1,-1,modificar ley igualdad finalidad no permitir escuela uso elemento discriminir niño adolescente razón sexo
Esta norma regirá en todos los centros escolares de España.,503,1,-1,norma regir centro escolar españa
"No obstante, la dirección y el consejo escolar del centro, mediante el pertinente acuerdo, podrán autorizar el uso del velo en el centro escolar, en atención a la realidad local u otra circunstancia extraordinaria que lo justifique.",503,1,-1,no obstante dirección consejo escolar centro mediante pertinente acuerdo poder autorizar uso velo centro escolar atención realidad local u circunstancia extraordinario justifique
Una formación profesional adecuada a los retos tecnológicos,,0,0,formación profesional adecuado reto tecnológico
"En el marco de la Estrategia Nacional para la Mejora de la Educación, nos comprometemos a ofrecer un acuerdo nacional para configurar una formación profesional integrada,",411,0,1,marco estrategia nacional mejor educación comprometer ofrecer acuerdo nacional configurar formación profesional integrado
"moderna,",411,0,1,moderno
coordinada y,411,0,1,coordinado
"orientada al empleo, en el que los agentes económicos e interlocutores sociales, junto al mundo educativo, sean los protagonistas.",411,0,1,orientado empleo agente económico interlocutor social junto mundo educativo protagonista
Es imprescindible vincular más intensamente la formación profesional al mundo empresarial.,411,0,1,imprescindible vincular intensamente formación profesional mundo empresarial
El acuerdo abordará:,,0,0,acuerdo abordar
"Reformar el Sistema Nacional de las Cualificaciones Profesionales para incardinarlo en el Marco Europeo de las Cualificaciones,",411,0,1,reformar sistema nacional cualificación profesional incardinar él marco europeo cualificación
"y para hacerlo más integrado, más flexible, y con mecanismos de control y de transparencia.",411,0,1,hacer él integrado flexible mecanismo control transparencia
"Establecer una Agencia de la Formación Profesional,Prospección del Empleo y las Cualificaciones, que asegure la integración efectiva de todos los sistemas de formación profesional, optimizando la utilización de los recursos existentes.",411,0,1,establecer agencia formación profesionalprospección empleo cualificaciones asegurar integración efectivo sistema formación profesional optimizar utilización recurso existente
Establecer el Sistema Nacional del Reconocimiento de las Cualificaciones Profesionales.,411,0,1,establecer sistema nacional reconocimiento cualificación profesional
"Hacer de la formación profesional inicial una oferta educativa atractiva y que amplíe las oportunidades de los jóvenes, mediante las siguientes acciones:",,0,0,hacer formación profesional inicial oferta educativo atractivo amplíe oportunidad joven mediante siguiente acción
-Poner en marcha los programas de cualificación profesional inicial.,411,0,1,poner marcha programa cualificación profesional inicial
"Su finalidad será proporcionar una primera cualificación profesional de nivel 1 y obtener, a un tiempo, el título de graduado en educación secundaria.",411,0,1,finalidad proporcionar primero cualificación profesional nivel obtener tiempo título graduado educación secundario
Es-tos programas tendrán una función estratégica para combatir eficazmente el abandono escolar temprano e incrementar la proporción de los técnicos de formación profesional.,411,0,1,programa función estratégico combatir eficazmente abandono escolar temprano incrementar proporción técnico formación profesional
"-Desplegar todo el mapa de títulos correspondientes a las cualificaciones, de modo que constituyan una oferta atractiva, con formación eminentemente práctica y muy vinculada a las empresas.",411,0,1,desplegar mapo título correspondiente cualificación modo constituir oferta atractivo formación eminentemente práctico vinculado empresa
"-Dotar de la máxima flexibilidad al sistema, con la creación de itinerarios profesionales, que permitan al joven proseguir su proceso formativo en función de los progresos alcanzados y sus nuevas motivaciones.",411,0,1,dotar máximo flexibilidad sistema creación itinerario profesional permitir joven proseguir proceso formativo función progreso alcanzado nuevo motivación
En ningún caso debe haber vías formativas cerradas.,411,0,1,ninguno caso deber haber vía formativa cerrado
"Crear el “contrato dual formación-trabajo”, que permita a los jóvenes estudiantes de formación profesional desempeñar de forma simultánea su proceso formativo y su primer empleo.",411,0,1,crear contrato dual formacióntrabajo permitir joven estudiante formación profesional desempeñar forma simultáneo proceso formativo primero empleo
Promover un programa nacional de becas para alumnos que cursen enseñanzas de formación profesional.,411,0,1,promover programa nacional becas alumno cursen enseñanza formación profesional
"Impulsar una Red de Centros de Referencia Nacional, que impartirán las enseñanzas de las distintas “familias profesionales”.",411,0,1,impulsar red centro referencia nacional impartir enseñanza distinto familia profesional
"Establecer un Programa Nacional para impulsar una Red de Centros Integrados, en colaboración con las Comunidades Autónomas, con la finalidad de ofrecer una formación profesional integrada de alta calidad para todas y cada una de las familias profesionales.",411,0,1,establecer programa nacional impulsar red centro integrado colaboración comunidad autónomo finalidad ofrecer formación profesional integrado alto calidad todo cada familia profesional
